// translation.dat generated by make_motion_tables.py
// Origin / CofG (for reference): (0.000000 0.000000 0.100000)
200
(
(0.000000 (0 0 0))
(0.002663 (0 0 0))
(0.005327 (0 0 0))
(0.007990 (0 0 0))
(0.010653 (0 0 0))
(0.013317 (0 0 0))
(0.015980 (0 0 0))
(0.018643 (0 0 0))
(0.021307 (0 0 0))
(0.023970 (0 0 0))
(0.026633 (0 0 0))
(0.029296 (0 0 0))
(0.031960 (0 0 0))
(0.034623 (0 0 0))
(0.037286 (0 0 0))
(0.039950 (0 0 0))
(0.042613 (0 0 0))
(0.045276 (0 0 0))
(0.047940 (0 0 0))
(0.050603 (0 0 0))
(0.053266 (0 0 0))
(0.055930 (0 0 0))
(0.058593 (0 0 0))
(0.061256 (0 0 0))
(0.063920 (0 0 0))
(0.066583 (0 0 0))
(0.069246 (0 0 0))
(0.071910 (0 0 0))
(0.074573 (0 0 0))
(0.077236 (0 0 0))
(0.079899 (0 0 0))
(0.082563 (0 0 0))
(0.085226 (0 0 0))
(0.087889 (0 0 0))
(0.090553 (0 0 0))
(0.093216 (0 0 0))
(0.095879 (0 0 0))
(0.098543 (0 0 0))
(0.101206 (0 0 0))
(0.103869 (0 0 0))
(0.106533 (0 0 0))
(0.109196 (0 0 0))
(0.111859 (0 0 0))
(0.114523 (0 0 0))
(0.117186 (0 0 0))
(0.119849 (0 0 0))
(0.122513 (0 0 0))
(0.125176 (0 0 0))
(0.127839 (0 0 0))
(0.130503 (0 0 0))
(0.133166 (0 0 0))
(0.135829 (0 0 0))
(0.138492 (0 0 0))
(0.141156 (0 0 0))
(0.143819 (0 0 0))
(0.146482 (0 0 0))
(0.149146 (0 0 0))
(0.151809 (0 0 0))
(0.154472 (0 0 0))
(0.157136 (0 0 0))
(0.159799 (0 0 0))
(0.162462 (0 0 0))
(0.165126 (0 0 0))
(0.167789 (0 0 0))
(0.170452 (0 0 0))
(0.173116 (0 0 0))
(0.175779 (0 0 0))
(0.178442 (0 0 0))
(0.181106 (0 0 0))
(0.183769 (0 0 0))
(0.186432 (0 0 0))
(0.189095 (0 0 0))
(0.191759 (0 0 0))
(0.194422 (0 0 0))
